Designator,Mid X,Mid Y,Rotation,Layer
C1,129.025,-87.975,270.0,top
C2,149.975,-72.6,90.0,top
C3,121.1615,-80.3465,90.0,top
C4,141.1,-73.95,90.0,top
D1,133.8,-88.975,0.0,top
L1,147.275,-84.94,0.0,top
U1,133.2,-75.775,90.0,top
